,Guild_Contribution,Character_Level,Weekly_Playtime,Chat_Activity,Days_Inactive,Guild_Rank,PVP_Score,Quest_Completed,Item_Level,User_Level
1825,628.98,103,11.38,256,5,2,303.12,605,238.9,1
1826,93.71,55,25.06,83,8,2,362.7,21,211.9,0
1827,504.44,120,70.0,195,3,2,717.79,449,279.35,2
1828,730.81,95,58.76,195,4,2,582.62,374,222.32,1
1829,476.19,37,11.85,0,24,0,106.85,156,327.62,0
1830,884.18,85,70.0,262,16,4,310.02,597,474.38,2
1831,381.29,13,50.6,94,23,7,235.85,506,266.44,1
1832,228.7,46,14.41,11,5,7,379.83,429,211.08,1
1833,544.36,89,31.66,269,8,3,338.05,649,178.01,1
1834,411.39,58,40.29,172,3,1,336.25,178,294.47,1
1835,565.14,68,57.17,232,0,1,660.15,421,134.73,1
1836,260.09,36,11.79,26,28,3,93.13,73,100.0,0
1837,81.56,1,17.7,67,20,1,84.62,275,232.68,0
1838,484.28,69,29.8,221,10,5,427.93,545,198.98,1
1839,251.75,52,29.95,155,6,4,686.1,200,179.43,0
1840,401.88,11,52.33,134,0,3,299.52,288,288.16,0
1841,456.1,51,21.23,128,0,0,67.67,183,500.0,0
1842,196.08,46,41.84,156,12,0,446.11,409,404.59,0
1843,672.17,53,58.78,148,4,2,668.59,392,388.86,1
1844,428.13,14,39.01,94,5,0,100.71,488,224.49,1
1845,420.39,72,20.05,219,23,0,235.48,206,260.91,0
1846,174.48,74,56.55,0,9,0,165.79,96,126.95,0
1847,74.3,16,21.91,175,17,2,94.07,363,331.54,0
1848,329.3,59,70.0,186,16,5,783.03,440,378.04,1
1849,529.15,68,50.83,154,8,3,548.74,348,447.19,1
1850,238.97,2,36.14,11,5,3,61.19,195,141.44,0
1851,408.09,71,30.84,273,7,7,473.36,496,321.74,1
1852,631.43,85,18.62,278,3,7,240.94,162,271.36,1
1853,703.78,62,14.81,82,16,8,417.35,420,500.0,1
1854,759.05,82,49.83,231,9,1,313.78,448,381.5,1
1855,259.99,34,10.83,288,17,0,526.13,372,198.23,0
1856,112.37,16,58.01,161,14,2,333.72,623,472.57,1
1857,150.17,33,70.0,0,20,4,216.16,427,500.0,1
1858,378.02,23,34.67,284,7,0,628.26,520,167.87,1
1859,322.19,81,70.0,130,0,0,401.73,517,100.0,1
1860,987.68,72,26.37,132,0,3,554.9,313,100.0,1
1861,369.83,71,37.77,99,1,4,683.37,279,468.04,1
1862,366.77,81,20.52,171,24,0,424.29,114,356.09,0
1863,575.41,32,37.04,168,12,7,657.56,300,388.61,1
1864,515.66,102,12.65,220,10,8,906.92,385,107.64,2
1865,589.04,87,60.33,296,10,8,423.63,342,279.93,1
1866,98.11,64,8.83,259,16,5,113.59,281,100.0,0
1867,175.2,58,13.13,128,8,0,491.11,509,110.25,0
1868,300.74,35,7.59,200,23,0,309.53,416,267.94,0
1869,319.82,41,45.84,213,8,2,999.0,282,268.07,1
1870,690.38,38,29.58,170,0,8,238.74,170,500.0,1
1871,182.85,39,9.59,167,6,4,167.03,199,459.08,0
1872,718.97,31,67.0,268,12,0,437.11,539,170.16,1
1873,154.01,94,52.84,129,10,4,289.67,329,202.14,1
1874,311.93,66,24.24,78,5,0,576.51,532,484.82,1
1875,413.78,8,25.89,69,14,0,263.79,375,247.56,1
1876,668.47,94,47.03,237,1,6,330.87,273,345.04,1
1877,582.27,43,26.95,224,8,1,146.76,415,305.6,1
1878,438.13,57,43.24,136,7,0,72.16,156,195.65,0
1879,616.53,73,64.25,2,11,5,552.35,325,500.0,1
1880,693.06,76,26.52,136,0,0,591.51,294,280.84,1
1881,372.82,75,51.69,198,11,8,182.67,85,399.96,1
1882,270.05,43,31.12,116,8,6,632.51,678,500.0,1
1883,987.68,95,30.53,256,1,4,200.48,438,404.18,1
1884,63.25,52,40.7,237,9,1,86.04,330,173.38,0
1885,719.57,114,19.73,270,0,3,724.03,165,302.34,1
1886,332.42,1,27.42,20,11,3,383.54,541,235.98,0
1887,257.6,60,16.97,125,7,1,279.3,169,100.0,0
1888,431.81,108,41.26,340,8,7,818.45,160,312.32,1
1889,0.0,117,55.55,269,3,10,696.75,584,291.43,2
1890,476.99,14,7.67,130,29,2,167.64,11,369.37,0
1891,187.09,52,57.3,241,15,1,90.43,315,204.65,0
1892,378.87,48,21.12,200,8,7,438.1,248,476.61,1
1893,493.71,68,22.89,161,16,0,411.61,426,387.98,0
1894,578.79,67,19.42,163,0,2,439.12,191,190.09,1
1895,427.56,69,9.57,284,5,6,458.92,292,458.35,1
1896,679.96,83,37.38,203,1,4,715.64,665,211.53,1
1897,209.8,63,52.9,208,5,0,320.86,0,154.83,0
1898,786.53,16,19.31,134,27,4,484.39,42,196.14,0
1899,485.23,91,15.29,312,4,5,517.92,111,138.75,1
1900,722.99,48,15.33,52,0,3,125.71,777,459.3,1
1901,65.32,85,6.38,208,5,0,279.1,461,228.4,0
1902,642.65,34,55.64,63,2,2,422.15,490,241.94,1
1903,104.6,86,10.9,178,6,0,194.65,233,379.89,0
1904,175.17,66,42.1,143,3,7,396.36,635,298.37,1
1905,75.22,63,10.6,140,6,0,140.49,113,280.33,0
1906,622.84,114,54.21,123,1,1,714.9,337,288.76,2
1907,186.06,12,50.36,150,18,3,72.79,149,117.75,0
1908,116.66,87,60.77,43,13,2,310.23,289,395.42,0
1909,300.68,49,11.72,91,1,4,170.07,258,300.36,0
1910,260.34,73,27.04,134,5,3,101.33,146,488.97,0
1911,363.77,44,52.76,119,16,5,257.69,455,500.0,1
1912,987.68,90,49.83,376,2,3,780.28,640,264.03,2
1913,259.4,43,35.82,82,3,1,237.02,324,287.18,0
1914,599.2,62,15.55,158,8,2,111.76,236,162.58,0
1915,290.88,56,42.41,223,3,3,383.77,566,500.0,1
1916,979.85,81,15.99,273,16,2,402.94,223,393.74,1
1917,147.12,25,8.5,129,7,6,806.03,522,277.74,1
1918,416.94,3,6.17,191,23,0,63.75,221,292.9,0
1919,321.02,64,23.69,80,9,5,153.5,302,114.98,0
1920,791.2,65,8.8,238,2,3,639.82,261,199.3,1
1921,339.44,12,1.49,114,5,0,157.62,153,161.52,0
1922,122.68,53,43.78,196,0,8,763.97,403,202.91,1
1923,252.97,17,38.19,0,0,5,444.18,199,151.93,0
1924,560.54,85,47.68,84,2,6,392.56,489,271.49,1
1925,568.52,34,51.31,144,14,0,137.06,203,500.0,0
1926,814.24,77,11.16,15,21,0,734.21,528,323.19,1
1927,300.26,44,39.23,48,8,4,477.86,310,130.83,1
1928,727.37,57,14.7,67,6,7,425.96,586,415.11,1
1929,193.73,1,17.51,143,14,0,206.31,186,150.97,0
1930,290.76,106,37.81,191,9,10,145.56,146,373.44,1
1931,360.31,33,18.91,219,9,0,239.78,451,361.06,1
1932,500.25,79,32.46,171,5,7,423.65,543,450.13,1
1933,286.36,57,70.0,194,0,2,717.92,227,100.0,1
1934,321.49,53,22.84,243,21,1,476.56,465,419.89,1
1935,379.71,67,18.89,184,7,6,557.03,186,482.63,1
1936,477.09,1,11.74,0,23,4,459.58,317,312.07,0
1937,597.16,98,65.37,243,1,7,999.0,399,353.78,1
1938,398.18,81,36.64,298,11,7,284.46,416,366.97,1
1939,662.99,1,31.14,99,2,2,332.26,152,464.87,0
1940,190.1,43,4.94,76,13,0,230.51,275,102.44,0
1941,40.9,26,6.26,75,10,0,61.3,298,136.55,0
1942,544.82,81,15.3,150,13,3,331.58,176,500.0,1
1943,621.5,67,42.12,170,0,8,553.12,174,239.7,1
1944,545.35,41,19.59,308,9,0,287.52,525,231.41,1
1945,609.9,58,45.16,176,8,9,357.12,417,276.4,1
1946,175.11,62,5.31,66,13,0,125.54,0,132.42,0
1947,269.64,38,17.01,52,10,0,468.53,299,286.7,0
1948,156.15,52,17.22,172,3,3,441.64,426,292.74,0
1949,136.53,63,53.75,120,5,4,315.6,0,100.0,0
1950,482.47,10,15.97,74,14,6,207.74,279,206.34,0
1951,44.93,46,12.43,169,30,2,52.59,114,206.22,0
1952,987.68,4,35.71,0,9,4,559.0,483,405.3,1
1953,712.94,96,49.49,143,9,1,195.65,332,288.93,1
1954,768.91,66,14.85,301,4,8,707.83,366,500.0,2
1955,504.99,61,25.53,76,14,3,797.45,377,500.0,1
1956,909.21,75,17.27,191,4,1,195.75,372,100.0,1
1957,723.22,24,14.14,128,18,5,101.41,163,287.94,0
1958,77.06,108,23.42,137,4,0,503.44,445,340.93,1
1959,691.47,47,15.65,0,13,4,378.49,233,229.7,1
1960,307.1,44,12.03,39,24,4,190.42,188,100.0,0
1961,187.52,28,17.35,74,13,7,196.93,236,150.21,0
1962,236.41,49,8.69,314,6,6,309.02,142,358.43,1
1963,420.83,55,13.12,0,8,2,103.52,410,443.14,0
1964,497.28,68,70.0,29,13,5,353.21,492,396.52,1
1965,224.09,53,47.67,160,17,3,156.53,381,330.14,1
1966,342.2,17,9.17,103,1,2,224.03,139,101.08,0
1967,547.82,33,20.02,161,16,1,143.48,318,100.0,0
1968,213.79,3,33.59,205,18,1,95.44,278,126.62,0
1969,261.7,40,44.33,84,10,5,135.05,273,117.56,0
1970,544.07,59,27.59,29,21,6,62.62,387,160.15,0
1971,265.8,76,28.27,127,16,0,540.31,645,398.79,1
1972,57.17,17,23.91,38,2,0,94.93,332,263.92,0
1973,381.62,108,20.67,97,7,2,822.49,524,152.24,1
1974,283.34,15,13.88,72,15,0,220.68,222,240.69,0
1975,580.28,93,7.91,207,0,7,151.42,388,432.39,1
1976,265.62,8,19.64,202,25,0,89.2,170,100.0,0
1977,252.83,35,70.0,47,11,3,398.6,225,333.91,0
1978,177.52,60,28.61,113,5,0,656.49,90,163.73,1
1979,223.66,86,19.44,209,8,2,511.96,464,355.7,1
1980,401.79,78,9.65,0,0,5,45.0,335,175.68,0
1981,199.62,44,29.71,349,0,9,338.68,131,314.67,1
1982,638.35,80,33.3,190,15,0,731.5,648,420.93,1
1983,987.68,72,17.88,128,14,4,733.06,389,500.0,1
1984,58.87,70,32.76,74,6,4,254.51,147,351.09,0
1985,230.16,14,13.05,181,3,3,182.44,100,487.1,0
1986,728.31,28,29.91,101,0,5,619.7,487,334.52,1
1987,229.58,43,12.29,195,0,2,548.84,339,500.0,1
1988,61.69,47,10.44,89,2,0,414.5,413,483.87,0
1989,395.66,104,2.53,171,4,2,316.87,24,316.45,1
1990,177.55,32,10.97,245,15,0,307.03,495,364.64,1
1991,130.78,20,12.07,74,30,6,432.26,338,415.83,0
1992,383.02,108,68.3,98,3,2,914.56,415,472.57,1
1993,243.56,26,42.38,116,0,2,108.33,307,231.6,0
1994,402.84,46,19.87,168,0,6,591.72,362,482.23,1
1995,572.36,14,41.87,166,0,0,203.49,224,285.15,1
1996,397.06,93,70.0,246,8,8,999.0,465,372.68,2
1997,186.79,11,40.77,231,11,3,229.07,41,181.5,0
1998,315.83,55,22.79,86,17,3,228.18,13,248.57,0
1999,258.82,63,18.34,29,10,1,146.81,60,139.96,0
2000,273.72,66,47.35,165,20,0,293.87,263,395.58,0
2001,370.4,30,19.52,129,13,2,407.12,494,183.79,0
2002,564.06,106,32.19,123,19,1,326.75,287,460.37,1
2003,88.79,9,6.33,164,15,0,173.97,106,149.17,0
2004,694.04,75,33.47,178,3,2,122.29,364,314.2,0
2005,660.84,46,20.52,237,2,0,354.16,208,188.45,1
2006,55.29,37,9.1,74,0,3,106.85,81,342.9,0
2007,485.24,37,62.89,305,0,10,204.97,157,473.99,1
2008,312.07,74,17.08,235,14,0,112.97,244,360.08,0
2009,428.67,82,31.29,55,4,0,559.17,410,265.61,1
2010,615.16,70,20.33,159,21,2,507.64,87,164.56,0
2011,99.17,84,21.63,57,26,4,326.13,216,350.61,0
2012,243.26,33,42.55,174,0,6,390.9,237,195.31,1
2013,376.56,12,14.94,35,23,2,360.22,74,310.28,0
2014,794.37,93,30.83,156,13,0,731.15,240,188.76,1
2015,197.11,41,32.14,92,16,0,103.3,208,212.47,0
2016,217.49,2,12.5,173,26,0,72.6,258,103.07,0
2017,545.64,62,36.77,265,7,1,287.53,242,252.42,1
2018,209.72,31,8.43,0,13,2,50.9,144,205.97,0
2019,175.68,63,70.0,66,12,0,427.36,433,500.0,1
2020,285.6,91,21.01,400,16,8,564.7,683,323.22,2
2021,692.68,106,59.86,23,3,2,323.79,372,500.0,1
2022,601.16,44,35.24,236,3,0,230.15,164,460.48,1
2023,129.73,33,21.21,0,14,1,490.37,397,143.8,0
2024,163.12,52,6.2,3,15,0,514.32,203,260.06,0
2025,189.21,28,23.74,73,14,2,110.51,217,391.06,0
2026,360.79,60,70.0,101,5,4,571.49,429,345.14,1
2027,613.1,110,53.21,335,7,8,833.22,605,220.05,2
2028,278.74,38,13.73,114,14,1,154.01,279,180.4,0
2029,606.47,24,16.4,235,13,1,331.61,434,243.14,1
2030,645.57,1,17.93,34,4,1,302.98,101,125.04,0
2031,344.15,25,61.49,258,5,0,153.17,318,382.45,1
2032,774.33,53,33.12,0,0,5,222.5,589,436.96,1
2033,532.91,120,51.49,146,1,4,999.0,627,344.31,2
2034,329.49,78,20.9,190,14,4,577.66,222,260.65,1
2035,114.29,3,42.36,84,23,6,325.28,95,256.43,0
2036,286.9,83,22.82,0,8,3,163.83,466,358.96,0
2037,348.47,24,8.08,141,1,0,309.79,296,388.77,0
2038,441.69,67,8.73,85,8,1,113.9,455,320.43,0
2039,76.66,19,6.16,36,20,0,361.95,477,224.4,0
2040,789.59,28,28.79,169,6,8,418.45,381,298.87,1
2041,391.67,19,17.53,147,0,0,279.53,49,340.77,1
2042,194.76,77,22.57,172,20,4,560.73,129,100.0,1
2043,610.37,35,12.24,114,24,6,113.38,386,163.46,0
2044,197.43,50,42.6,105,4,7,203.4,47,225.23,1
2045,321.12,46,41.1,66,10,0,204.91,295,464.34,1
2046,128.48,49,5.51,134,4,2,301.23,625,303.42,0
2047,326.45,66,24.95,282,7,6,127.28,388,267.26,1
2048,323.99,79,21.57,20,8,2,511.62,596,186.51,1
2049,437.44,28,46.98,111,6,1,231.51,341,202.4,0
2050,581.49,47,32.3,353,10,5,448.33,268,339.97,1
2051,184.43,61,45.7,77,10,3,128.94,491,349.03,1
2052,76.07,37,51.7,20,11,0,218.25,351,100.0,0
2053,298.86,120,11.82,220,0,6,423.06,306,417.91,1
2054,348.95,47,34.19,150,4,4,423.62,473,302.27,1
2055,526.31,88,15.63,170,0,5,433.67,621,448.6,1
2056,464.22,9,59.35,92,5,6,270.71,564,200.2,1
2057,67.42,40,25.09,49,25,5,324.99,17,271.86,0
2058,612.79,87,43.4,219,0,3,743.64,458,395.21,1
2059,605.02,79,32.44,159,0,4,331.19,363,313.09,1
2060,78.02,43,18.09,217,24,1,466.69,0,100.0,0
2061,377.77,18,36.25,100,14,4,513.17,296,487.43,1
2062,153.84,86,26.93,105,5,7,574.02,124,292.54,1
2063,380.65,36,70.0,111,3,2,389.35,406,307.96,1
2064,53.33,31,34.18,225,11,0,154.0,415,162.21,0
2065,403.74,84,34.02,231,0,4,580.39,764,473.14,1
2066,506.82,64,23.78,0,22,0,71.09,225,166.04,0
2067,633.03,30,19.97,145,2,0,303.03,142,232.11,0
2068,143.32,63,43.3,255,12,5,493.92,239,322.99,0
2069,284.21,31,47.0,211,7,3,324.71,315,189.96,0
2070,754.27,27,28.5,156,0,3,715.43,415,421.13,1
2071,987.68,33,21.11,208,4,6,434.48,366,334.5,1
2072,274.37,45,19.58,126,13,0,254.96,163,259.79,0
2073,18.27,30,25.48,367,7,5,224.13,466,296.95,1
2074,165.59,97,17.15,272,2,1,872.23,456,341.08,1
2075,257.84,57,30.76,71,7,6,763.91,448,183.46,1
2076,386.49,8,61.76,155,23,2,91.09,225,141.61,0
2077,312.79,67,66.35,165,3,3,256.42,307,407.11,1
2078,807.61,69,70.0,190,9,7,479.81,800,362.6,2
2079,924.28,83,65.17,71,10,2,786.56,326,252.9,1
2080,342.61,8,16.06,195,13,1,242.76,376,100.0,0
2081,101.13,33,10.37,47,0,2,532.79,53,129.72,0
2082,610.97,29,36.86,68,22,0,774.16,286,237.54,1
2083,378.45,33,37.26,215,0,4,189.16,344,263.33,1
2084,265.45,76,36.64,151,5,4,479.71,438,176.4,1
2085,881.29,80,41.84,22,1,1,142.92,153,157.31,1
2086,348.25,78,24.49,53,9,0,226.61,234,381.84,0
2087,348.68,39,13.38,212,4,1,348.66,559,228.19,1
2088,292.04,82,23.54,135,8,1,244.26,289,366.37,1
2089,403.04,12,4.38,74,6,3,298.79,221,429.88,0
2090,553.41,28,33.49,232,9,1,601.51,317,435.25,1
2091,436.16,66,39.76,368,0,8,443.91,800,347.0,2
2092,184.65,76,27.48,158,11,3,119.28,136,360.21,0
2093,987.68,61,26.94,214,12,4,312.5,429,467.04,1
2094,124.84,78,28.19,165,1,5,146.05,211,100.0,0
2095,489.03,57,70.0,148,10,5,388.21,361,288.44,1
2096,645.97,43,39.02,196,16,3,152.19,642,425.93,1
2097,426.66,74,36.79,160,5,4,999.0,370,201.97,1
2098,540.98,61,42.82,43,14,2,37.54,320,500.0,1
2099,338.54,8,9.28,128,0,4,397.05,264,500.0,0
2100,601.17,62,47.59,163,8,2,753.95,447,195.04,1
2101,482.5,72,36.11,227,19,4,619.39,470,280.84,1
2102,439.24,78,12.04,0,4,4,490.9,446,396.97,0
2103,208.82,44,22.96,192,16,3,303.8,547,494.43,1
2104,741.03,77,17.36,171,0,8,475.23,592,439.93,1
2105,363.58,13,12.54,115,11,1,537.6,418,288.37,0
2106,628.67,86,12.36,203,7,1,294.34,306,261.15,1
2107,391.4,94,28.8,245,13,4,360.59,440,223.62,1
2108,303.36,42,6.15,195,16,5,90.98,388,212.52,0
2109,407.47,45,37.37,191,1,3,883.83,443,453.56,2
2110,209.89,59,23.64,98,12,3,16.39,199,427.55,0
2111,74.29,63,7.42,187,18,2,344.16,342,285.32,0
2112,88.13,40,40.74,110,19,1,344.6,280,121.73,0
2113,892.56,49,14.93,203,0,4,765.23,441,500.0,1
2114,235.39,113,24.41,119,13,7,707.53,341,454.56,1
2115,314.14,39,7.33,0,13,4,351.77,379,148.48,0
2116,413.39,12,9.47,97,0,2,136.73,369,100.0,0
2117,507.82,17,27.8,61,1,2,608.62,148,437.75,1
2118,108.22,32,8.46,121,24,1,291.92,350,325.71,0
2119,489.33,49,62.79,269,6,2,592.2,364,258.52,1
2120,129.75,52,18.45,121,5,0,773.83,353,120.88,1
2121,283.69,56,24.65,41,19,3,562.07,241,351.86,1
2122,928.46,116,70.0,72,3,2,663.54,691,370.63,2
2123,84.47,20,3.45,30,0,5,264.96,300,432.24,0
2124,734.15,95,51.75,182,0,4,782.46,472,375.37,2
2125,407.6,86,11.48,78,3,5,851.19,725,312.34,1
2126,689.85,40,38.22,255,8,1,445.38,477,270.48,1
2127,331.1,24,12.56,38,3,0,158.95,391,415.23,0
2128,758.56,84,63.02,306,21,3,316.5,308,475.56,1
2129,162.28,53,21.49,43,28,3,206.71,311,100.08,0
2130,369.24,64,18.88,65,5,0,221.94,358,222.14,0
2131,201.12,48,14.77,48,17,2,586.97,117,318.29,0
2132,843.41,12,8.19,308,6,0,707.66,494,247.16,1
2133,162.61,56,43.64,75,9,5,274.67,535,230.26,1
2134,633.05,12,17.84,50,13,4,909.93,439,404.0,1
2135,639.73,29,37.24,10,13,4,548.91,321,236.29,1
2136,408.97,65,11.0,190,23,0,461.46,202,330.27,0
2137,866.11,50,30.35,290,18,4,284.48,414,305.5,1
2138,435.9,47,7.39,119,14,1,411.1,216,348.04,0
2139,144.15,85,43.15,262,2,6,781.76,527,152.95,1
2140,593.32,46,37.4,305,12,2,988.4,592,326.26,1
2141,335.85,64,53.52,4,10,7,999.0,479,393.85,1
2142,232.88,46,20.85,82,0,6,480.39,57,300.27,1
2143,36.33,53,12.59,87,4,2,95.41,41,100.0,0
2144,480.32,39,36.49,251,9,5,631.64,189,500.0,1
2145,177.02,99,17.48,116,3,6,322.08,488,293.69,1
2146,446.67,66,41.9,251,1,4,235.63,278,500.0,1
2147,526.75,55,40.05,220,6,0,81.8,319,186.34,0
2148,105.83,66,54.64,102,4,5,267.53,67,325.43,1
2149,288.0,96,37.27,37,2,1,426.43,462,360.61,1
2150,392.12,48,49.55,148,0,5,239.71,127,262.82,0
2151,427.79,58,51.6,180,5,0,100.94,297,136.15,0
2152,278.96,31,28.34,108,16,6,120.61,533,500.0,1
2153,465.69,82,39.19,323,2,0,752.25,354,138.97,1
2154,439.19,47,22.65,28,30,3,350.72,552,395.65,0
2155,325.57,41,6.24,47,23,0,311.88,318,339.32,0
2156,287.99,19,24.71,0,6,4,161.79,100,204.52,0
2157,342.14,38,23.08,155,18,1,17.06,347,235.37,0
2158,64.08,43,33.45,96,13,3,677.02,457,490.09,1
2159,230.49,55,70.0,73,20,5,671.85,394,195.38,1
2160,576.32,75,22.6,193,5,6,387.97,231,421.92,1
2161,417.38,73,57.63,150,15,5,312.53,382,242.0,1
2162,299.27,72,38.06,55,0,5,307.52,278,223.55,0
2163,506.59,77,30.61,141,9,5,167.17,559,124.84,1
2164,277.36,76,54.59,237,5,5,212.77,378,158.88,1
2165,540.61,61,66.63,249,0,2,999.0,548,349.81,2
2166,495.85,93,21.89,187,15,6,345.91,353,279.39,1
2167,111.49,26,23.91,32,0,0,112.03,328,100.0,0
2168,608.6,59,16.42,49,17,8,281.46,401,153.4,1
2169,387.29,27,37.89,87,14,4,133.73,157,172.81,0
2170,490.01,53,26.49,291,4,1,516.63,228,233.05,1
2171,587.87,87,2.9,49,2,5,86.77,160,375.43,0
2172,137.9,58,37.89,95,12,0,535.07,100,178.61,0
2173,416.35,55,70.0,237,0,7,254.7,5,374.22,1
2174,307.27,1,13.01,66,0,0,402.06,226,251.31,0
2175,548.87,71,69.05,152,10,5,332.02,235,251.71,1
2176,308.82,43,28.28,52,0,5,388.41,510,210.91,0
2177,661.3,81,43.34,336,11,0,999.0,271,467.17,1
2178,621.18,89,32.07,110,15,4,364.6,543,398.77,1
2179,646.81,66,12.86,219,0,5,146.78,342,500.0,1
2180,70.1,81,41.38,128,21,4,312.99,334,104.05,0
2181,330.26,19,6.59,165,30,0,157.52,126,176.68,0
2182,379.55,42,14.76,82,0,1,291.04,269,303.62,0
2183,41.84,33,26.88,0,17,2,81.44,386,340.49,0
2184,724.34,38,11.04,124,12,0,697.48,318,378.73,1
2185,987.68,75,19.89,225,2,10,580.94,452,293.82,1
2186,356.64,20,33.16,294,11,2,212.97,343,271.51,1
2187,315.02,59,14.68,136,1,0,248.36,621,235.29,1
2188,291.03,37,37.78,90,18,2,776.16,103,500.0,1
2189,320.11,48,15.54,145,9,3,806.48,170,500.0,1
2190,263.59,16,7.13,157,7,1,256.65,412,294.46,0
2191,201.16,65,26.24,97,0,5,217.93,326,284.67,1
2192,343.58,83,47.93,114,7,7,619.98,487,335.27,1
2193,607.58,59,12.4,350,0,5,268.09,678,376.75,1
2194,541.78,26,17.83,204,1,3,185.17,391,379.97,0
2195,249.42,50,10.79,129,19,0,217.31,355,212.05,0
2196,386.57,51,52.28,237,11,6,995.76,521,500.0,1
2197,234.9,50,24.07,121,14,5,830.79,96,289.69,1
2198,621.23,79,70.0,85,0,3,541.57,290,235.63,1
2199,201.43,37,26.53,216,6,3,266.19,408,431.82,0
2200,987.68,90,70.0,215,4,9,999.0,476,360.58,2
2201,171.74,61,8.8,240,12,2,447.71,340,500.0,0
2202,406.58,8,21.12,14,22,3,70.8,352,258.75,0
2203,201.63,70,17.96,160,10,3,156.07,349,281.89,0
2204,485.98,41,24.33,0,17,3,186.51,349,406.56,1
2205,664.62,89,23.46,83,4,6,76.99,406,336.17,1
2206,268.42,41,42.99,21,15,0,153.28,193,242.75,0
2207,563.11,56,38.16,227,8,3,258.97,96,406.82,1
2208,215.83,25,44.06,3,5,3,337.13,281,218.9,0
2209,127.16,56,16.01,140,13,0,333.35,298,500.0,1
2210,107.68,39,20.14,196,13,3,408.07,125,500.0,1
2211,524.52,120,70.0,82,5,8,169.21,394,126.24,1
2212,276.0,65,23.82,147,2,0,431.7,118,193.7,0
2213,938.68,91,42.85,400,4,9,999.0,675,447.43,2
2214,535.1,61,20.2,186,5,3,155.26,370,392.26,1
2215,404.42,62,21.64,159,28,4,503.49,181,331.16,0
2216,602.2,67,57.2,277,6,8,385.69,263,500.0,1
2217,89.12,51,5.72,0,9,3,80.53,149,120.81,0
2218,910.13,75,67.07,133,4,5,371.94,253,258.82,1
2219,227.76,60,13.91,12,21,1,166.68,390,239.07,0
2220,701.26,59,45.1,151,0,8,343.27,432,365.52,1
2221,596.57,49,37.0,316,0,1,367.79,208,439.53,1
2222,170.79,51,18.99,41,0,1,385.33,450,152.21,0
2223,291.64,15,11.49,158,0,1,147.08,278,236.5,0
2224,54.13,53,24.6,119,20,3,307.26,335,140.44,0
2225,261.34,62,7.41,168,12,3,132.04,360,370.13,1
2226,65.56,67,20.26,0,15,0,159.69,492,221.06,0
2227,276.9,114,50.87,260,12,7,863.84,285,185.96,1
2228,447.73,33,38.39,94,5,2,470.11,268,209.13,0
2229,188.4,5,27.97,31,9,7,377.57,382,128.63,0
2230,895.63,32,41.89,186,6,6,217.03,318,363.76,1
2231,524.87,15,21.99,46,13,1,413.77,334,119.27,0
2232,510.42,38,12.92,103,20,6,565.63,358,371.37,1
2233,924.14,81,16.26,129,2,8,252.09,395,389.14,1
2234,533.01,102,57.87,12,12,5,451.0,144,229.06,1
2235,292.99,59,52.74,267,4,6,410.65,483,239.73,1
2236,421.23,60,59.47,8,20,2,328.58,496,393.08,1
2237,528.01,21,44.04,129,8,4,325.5,224,255.8,0
2238,280.5,54,12.45,223,9,2,156.87,144,272.3,0
2239,448.12,3,61.35,220,5,0,233.69,262,300.19,0
2240,413.56,41,55.2,376,0,6,399.12,436,192.66,1
2241,203.61,11,5.88,6,6,6,86.6,176,272.91,0
2242,119.11,108,26.92,227,10,3,609.73,507,235.68,1
2243,211.65,51,70.0,300,0,3,999.0,687,214.73,2
2244,231.94,43,18.13,264,5,4,485.23,395,345.36,1
2245,454.14,91,18.74,2,3,2,644.65,626,462.47,1
2246,284.68,4,23.38,96,1,6,306.42,0,100.0,0
2247,709.73,63,20.55,308,12,6,295.11,361,226.26,1
2248,253.87,107,57.01,103,22,3,325.91,358,275.39,1
2249,148.15,44,10.41,106,10,2,66.49,279,183.79,0
2250,426.11,18,60.75,299,12,1,501.86,95,186.97,0
2251,576.43,69,55.55,51,9,1,453.21,473,500.0,1
2252,703.22,51,28.55,98,3,5,874.05,275,246.66,1
2253,370.22,73,39.11,100,11,5,648.97,170,487.93,1
2254,379.25,46,22.09,174,9,4,577.31,391,399.83,1
2255,747.03,42,34.15,222,0,4,746.49,448,401.23,1
2256,589.36,81,63.67,52,10,1,103.45,504,464.8,1
2257,564.53,38,17.42,53,3,1,232.56,322,100.0,0
2258,570.2,19,28.35,61,14,4,308.36,267,287.46,0
2259,161.46,37,58.83,110,18,4,323.09,215,152.58,0
2260,403.63,106,27.78,153,11,5,456.29,429,309.8,1
2261,256.68,73,39.84,43,20,5,654.63,298,423.67,1
2262,294.68,54,28.54,110,3,0,685.9,374,200.49,1
2263,352.92,39,30.82,73,7,3,288.91,0,328.35,0
2264,261.81,72,61.55,138,0,9,685.71,93,359.57,1
2265,866.68,20,53.26,230,0,0,457.24,432,166.04,1
2266,871.64,27,35.55,146,15,7,181.44,223,494.01,1
2267,323.13,52,70.0,99,17,8,711.33,304,500.0,1
2268,60.73,56,44.1,154,13,3,96.07,196,438.31,0
2269,467.64,23,34.23,227,5,6,428.83,338,285.03,1
2270,165.91,31,45.8,194,6,1,423.65,382,417.69,0
2271,564.34,30,10.6,35,13,0,42.8,385,211.86,0
2272,960.54,103,59.52,191,0,4,614.63,435,357.19,1
2273,281.88,34,18.99,281,7,4,465.41,394,307.75,1
