,attrition,age,income,overtime
4742,0,29,5965,1
4743,1,32,2107,1
4744,0,33,4570,1
4745,1,39,2542,0
4746,1,33,3293,0
4747,0,25,5547,1
4748,0,44,4560,0
4749,1,33,2194,0
4750,0,56,6578,1
4751,0,48,5599,0
4752,1,39,3125,0
4753,1,39,4162,0
4754,0,55,6340,0
4755,1,25,2713,0
4756,1,36,3148,0
4757,1,43,3056,1
4758,1,42,3867,0
4759,1,35,4041,1
4760,1,52,2067,1
4761,0,47,6409,1
4762,0,33,5173,0
4763,1,51,4986,0
4764,0,48,6444,1
4765,0,57,6148,1
4766,0,55,6387,1
4767,1,38,3319,0
4768,1,52,3574,1
4769,1,39,4120,0
4770,0,53,6983,1
4771,1,44,2276,0
4772,1,43,4958,0
4773,0,50,4933,0
4774,0,53,4903,1
4775,0,33,4930,1
4776,1,56,4433,0
4777,0,26,5377,1
4778,0,34,5787,0
4779,1,37,3677,0
4780,0,31,5267,1
4781,0,37,6720,0
4782,1,54,5514,0
4783,1,57,3006,0
4784,0,33,5041,0
4785,1,28,3398,0
4786,1,56,4547,1
4787,1,54,3256,0
4788,1,28,4720,0
4789,1,40,3389,0
4790,1,51,4997,1
4791,1,48,3419,0
4792,1,41,2425,1
4793,0,55,5251,1
4794,1,30,4416,0
4795,0,29,4488,1
4796,0,53,3796,1
4797,0,30,3926,0
4798,0,53,6773,1
4799,0,43,6795,0
4800,1,32,4264,0
4801,1,41,2222,1
4802,0,34,6147,1
4803,0,38,6079,0
4804,1,57,3955,1
4805,0,45,5645,0
4806,0,28,6633,0
4807,0,58,5996,1
4808,0,57,5269,0
4809,0,39,6090,1
4810,0,26,5226,0
4811,0,35,6535,1
4812,0,54,5876,0
4813,1,59,2665,0
4814,0,43,5995,1
4815,1,38,3704,0
4816,1,34,4292,0
4817,1,29,3913,0
4818,1,37,2291,1
4819,1,37,2566,1
4820,1,38,2107,1
4821,0,53,6450,0
4822,1,41,3019,0
4823,0,56,5296,0
4824,1,28,2845,0
4825,1,47,3535,1
4826,1,32,4373,0
4827,0,35,5340,1
4828,0,34,6675,1
4829,1,35,4841,0
4830,1,42,4235,1
4831,1,48,2812,0
4832,0,33,5118,0
4833,1,27,4833,1
4834,0,57,5612,0
4835,1,34,2599,0
4836,1,45,2844,1
4837,1,47,4400,0
4838,1,32,2925,0
4839,1,54,3798,0
4840,1,33,6083,1
4841,0,56,4209,0
4842,1,55,3042,0
4843,1,28,2361,0
4844,1,47,2089,1
4845,1,40,3803,0
4846,1,27,2620,1
4847,0,30,6124,1
4848,0,53,5007,1
4849,1,25,3949,1
4850,1,36,2821,0
4851,0,27,4944,1
4852,1,59,2133,0
4853,0,44,6614,1
4854,0,55,6564,1
4855,1,25,2829,1
4856,1,46,2035,0
4857,1,55,2940,1
4858,0,58,6465,0
4859,0,57,5168,0
4860,1,52,3805,0
4861,1,54,6180,0
4862,1,55,3319,0
4863,0,52,5807,0
4864,0,55,5654,0
4865,1,49,3190,0
4866,0,45,6485,0
4867,1,56,4402,1
4868,0,36,5418,0
4869,1,38,4719,0
4870,1,43,3735,1
4871,1,51,4838,0
4872,1,33,2141,1
4873,1,32,6244,1
4874,0,52,4592,0
4875,1,58,4188,0
4876,1,34,2722,1
4877,1,40,4851,1
4878,1,36,5321,0
4879,1,41,2035,1
4880,0,32,6457,1
4881,0,54,5037,0
4882,1,44,2743,0
4883,1,49,4217,1
4884,0,52,6654,1
4885,1,47,2980,1
4886,0,32,6414,0
4887,0,30,4961,0
4888,1,41,3934,0
4889,1,48,5636,1
4890,0,56,6620,1
4891,1,59,6287,1
4892,1,27,2769,0
4893,0,48,5902,0
4894,1,58,5208,1
4895,0,48,6117,1
4896,1,43,2218,0
4897,0,44,6753,0
4898,0,44,5835,0
4899,1,29,2865,0
4900,0,25,4983,0
4901,1,41,5336,0
4902,0,34,6800,1
4903,1,50,3010,1
4904,1,33,3038,0
4905,1,40,2133,0
4906,0,52,5882,1
4907,1,55,3887,0
4908,1,26,4317,1
4909,1,58,2599,0
4910,1,45,4577,1
4911,0,47,6401,1
4912,1,43,2879,1
4913,0,41,6436,0
4914,1,52,2367,1
4915,1,58,4700,1
4916,0,48,6962,1
4917,1,30,2638,0
4918,1,39,3226,0
4919,1,27,2157,1
4920,1,51,3005,1
4921,1,52,3061,0
4922,1,34,6117,1
4923,0,25,6016,1
4924,1,58,2989,1
4925,0,45,6321,1
4926,1,35,5056,0
4927,1,43,3014,0
4928,1,34,2169,1
4929,0,40,6378,1
4930,1,30,2480,1
4931,1,30,5495,0
4932,1,54,4571,1
4933,1,55,3641,1
4934,1,27,4534,1
4935,1,34,4438,0
4936,0,58,5926,0
4937,1,57,3301,1
4938,0,53,6931,0
4939,1,53,2605,1
4940,0,34,6791,1
4941,1,30,2462,1
4942,0,27,5690,1
4943,0,52,6503,1
4944,1,33,2977,0
4945,1,51,3683,0
4946,0,35,4912,1
4947,1,51,3879,0
4948,1,55,3896,0
4949,1,59,4699,1
4950,0,42,5202,1
4951,1,55,3787,0
4952,1,48,5909,0
4953,0,46,6371,1
4954,1,30,2790,0
4955,1,55,3707,0
4956,1,44,3180,1
4957,0,45,5986,0
4958,0,41,4582,1
4959,1,34,5133,0
4960,1,29,4632,1
4961,1,26,2766,1
4962,0,25,6308,1
4963,1,45,4054,0
4964,1,43,2762,1
4965,1,36,2087,0
4966,0,36,6105,0
4967,1,35,4924,1
4968,0,38,6133,0
4969,0,30,6715,1
4970,0,36,5367,0
4971,1,47,4338,1
4972,1,31,2847,1
4973,1,57,5716,0
4974,0,46,5760,1
4975,0,57,5899,0
4976,0,25,5999,0
4977,1,37,2450,0
4978,1,32,2665,0
4979,1,38,4524,0
4980,0,45,3498,1
4981,1,29,2803,0
4982,1,43,5299,0
4983,1,39,2598,1
4984,0,46,5681,1
4985,1,47,3798,0
4986,0,48,6470,0
4987,1,32,4656,1
4988,1,32,3870,0
4989,1,49,5198,0
4990,1,51,3899,0
4991,1,55,2216,1
4992,1,53,4040,1
4993,1,29,3810,0
4994,1,46,5343,1
4995,1,56,4252,0
4996,1,44,3425,0
4997,1,56,2453,0
4998,1,33,3748,1
4999,1,51,5572,0
5000,0,43,6795,1
5001,0,58,6483,1
5002,1,32,3327,1
5003,1,57,2624,1
5004,0,29,6752,1
5005,1,30,4749,0
5006,1,26,5914,1
5007,1,44,2709,0
5008,1,37,6131,1
5009,1,40,2258,0
5010,1,56,4688,1
5011,0,46,6356,1
5012,1,38,4331,0
5013,0,56,5089,0
5014,1,47,3518,1
5015,1,48,2010,0
5016,1,28,3579,0
5017,1,54,4186,0
5018,1,25,5242,0
5019,1,47,4518,0
5020,0,28,5186,0
5021,1,55,4740,1
5022,1,35,3260,0
5023,1,34,4630,0
5024,1,31,5412,1
5025,0,27,5690,0
5026,1,34,2437,0
5027,1,34,3197,1
5028,1,29,6050,0
5029,1,41,6570,1
5030,1,56,3377,1
5031,1,47,2865,1
5032,1,51,3041,1
5033,0,44,6962,0
5034,1,30,3165,1
5035,1,59,5894,0
5036,0,33,5475,1
5037,1,32,3521,1
5038,0,56,6467,0
5039,1,32,2119,1
5040,1,44,4132,1
5041,1,42,4981,0
5042,1,35,3704,1
5043,0,41,4572,1
5044,1,53,2382,1
5045,0,35,6823,0
5046,1,43,3307,0
5047,0,43,4109,1
5048,1,48,3323,0
5049,1,56,5322,0
5050,0,55,4551,0
5051,0,47,3598,0
5052,1,53,3412,1
5053,1,51,2009,1
5054,1,48,2553,1
5055,1,28,4280,1
5056,1,57,3675,1
5057,0,49,6263,0
5058,1,37,5099,0
5059,1,49,2843,0
5060,0,44,6747,0
5061,1,36,3777,0
5062,0,45,5071,0
5063,0,41,6215,0
5064,1,54,2951,1
5065,1,56,4038,1
5066,1,57,3143,0
5067,1,28,4672,0
5068,1,46,3276,1
5069,1,31,2679,0
5070,0,52,4058,0
5071,1,38,2948,1
5072,1,44,2122,0
5073,0,36,5479,0
5074,0,45,6634,1
5075,1,27,3272,0
5076,1,50,5205,0
5077,1,46,3352,0
5078,0,41,5703,1
5079,0,26,6903,0
5080,0,58,6756,0
5081,1,33,2615,0
5082,1,37,5068,0
5083,0,52,5388,0
5084,1,31,2372,0
5085,1,39,3918,1
5086,1,37,3800,0
5087,1,27,3085,0
5088,1,45,2816,1
5089,1,34,2869,1
5090,0,50,6662,0
5091,1,38,5692,1
5092,0,31,5533,1
5093,0,38,6757,1
5094,0,29,6042,1
5095,1,28,3330,1
5096,1,36,2828,0
5097,1,54,3337,0
5098,1,53,2801,0
5099,1,52,3364,1
5100,1,55,6995,1
5101,0,35,5696,1
5102,0,44,6866,0
5103,1,46,3522,1
5104,0,48,6837,1
5105,0,51,6823,1
5106,0,51,4328,0
5107,0,37,3571,1
5108,1,27,5341,0
5109,0,51,4965,0
5110,0,34,6779,1
5111,1,43,5330,0
5112,0,41,5921,0
5113,0,40,6390,1
5114,1,52,4336,1
5115,1,36,6246,0
5116,1,45,3442,1
5117,1,51,5654,1
5118,1,43,2091,1
5119,0,58,6905,1
5120,0,49,5815,0
5121,1,42,3406,1
5122,0,25,5538,0
5123,1,58,2738,1
5124,0,49,6844,0
5125,0,48,6563,0
5126,1,36,5278,1
5127,1,36,2207,0
5128,0,38,6014,0
5129,0,30,6738,1
5130,0,52,6105,0
5131,0,46,5578,1
5132,1,59,2384,1
5133,1,55,2251,0
5134,1,32,3183,0
5135,1,50,2720,1
5136,1,39,6470,0
5137,1,25,3044,0
5138,1,29,2534,0
5139,0,27,5978,0
5140,1,44,2985,0
5141,0,49,4578,0
5142,0,47,6340,0
5143,1,45,2325,1
5144,0,48,4037,0
5145,0,47,5544,1
5146,1,46,5453,1
5147,0,44,5448,0
5148,0,52,4782,0
5149,1,51,2676,1
5150,1,46,2475,1
5151,0,27,5598,0
5152,0,50,6785,0
5153,0,48,6175,0
5154,1,38,4686,0
5155,0,25,5146,1
5156,0,43,5943,0
5157,0,55,5940,0
5158,1,33,2311,0
5159,1,34,3426,1
5160,1,31,6344,1
5161,1,42,2555,1
5162,1,34,4190,1
5163,1,37,2910,1
5164,1,45,2305,1
5165,1,59,2545,1
5166,0,35,6105,1
5167,1,44,2447,1
5168,0,31,5146,1
5169,1,33,3360,0
5170,1,29,4899,1
5171,1,28,4269,0
5172,1,45,4712,0
5173,1,30,4398,1
5174,0,38,4972,1
5175,1,51,2782,1
5176,0,58,4589,1
5177,1,44,6356,0
5178,0,44,6679,1
5179,0,27,6679,1
5180,1,37,2724,1
5181,1,51,4291,0
5182,0,56,6546,0
5183,1,49,3035,0
5184,0,25,6735,0
5185,0,45,6916,0
5186,1,59,2672,0
5187,0,26,6354,0
5188,1,44,3890,0
5189,1,55,2497,1
5190,1,43,2699,0
5191,0,55,6825,0
5192,0,43,4139,1
5193,1,26,4831,0
5194,0,33,6006,0
5195,0,46,4348,1
5196,1,54,4447,0
5197,1,41,3916,1
5198,1,40,4171,0
5199,1,57,3426,1
5200,1,53,2049,1
5201,0,58,6569,1
5202,0,57,3729,1
5203,0,51,6486,1
5204,1,54,4240,0
5205,1,26,2272,0
5206,1,29,5668,1
5207,1,51,3248,0
5208,1,35,2768,0
5209,0,55,6939,0
5210,1,55,2713,1
5211,1,29,5712,0
5212,0,31,5425,0
5213,0,40,6882,0
5214,1,56,2145,1
5215,1,32,3393,0
5216,1,31,4491,1
5217,1,37,5141,1
5218,0,41,6132,1
5219,1,29,2860,1
5220,0,26,6095,0
5221,1,52,2521,0
5222,1,44,3312,1
5223,0,57,5478,0
5224,1,57,3296,1
5225,0,40,5277,1
5226,0,54,6957,1
5227,1,46,4394,1
5228,1,37,5872,1
5229,0,45,3501,1
5230,1,44,2564,1
5231,1,49,5598,1
5232,1,28,3672,1
5233,0,57,5855,1
5234,0,45,4363,1
5235,1,56,2583,0
5236,1,50,3299,1
5237,0,26,6825,0
5238,0,33,6410,0
5239,1,52,5003,0
5240,0,27,6700,0
5241,1,46,4642,1
5242,1,29,3228,0
5243,0,50,6107,0
5244,0,50,5561,1
5245,1,58,3661,1
5246,0,55,5759,1
5247,1,26,3161,1
5248,1,35,4735,0
5249,1,46,6181,0
5250,0,31,6995,1
5251,0,50,6630,1
5252,1,35,5045,1
5253,1,55,4557,0
5254,0,43,5820,1
5255,1,50,6155,1
5256,1,55,3140,1
5257,0,35,6234,1
5258,0,39,5307,0
5259,1,36,3557,0
5260,0,45,4700,1
5261,1,47,3072,1
5262,1,54,3173,1
5263,0,27,5835,0
5264,0,39,4447,0
5265,1,35,2410,1
5266,1,29,5199,1
5267,1,47,3602,1
5268,0,40,5495,0
5269,1,28,4387,1
5270,1,52,4221,1
5271,1,34,4816,1
5272,1,30,2406,1
5273,1,45,2079,1
5274,0,29,5543,0
5275,0,53,5458,0
5276,1,45,3328,0
5277,0,58,4157,0
5278,1,37,2804,0
5279,0,51,3814,1
5280,0,46,6725,0
5281,1,48,2576,1
5282,0,59,4806,1
5283,0,51,6914,1
5284,1,47,2887,0
5285,1,36,3099,0
5286,1,31,5270,0
5287,1,35,2861,0
5288,1,41,2146,1
5289,0,55,5033,1
5290,1,33,4057,0
5291,1,56,3918,0
5292,1,52,4639,0
5293,0,43,6899,1
5294,1,31,3115,1
5295,1,49,2256,0
5296,0,31,5836,1
5297,1,48,3968,1
5298,1,50,3983,0
5299,0,50,5628,0
5300,1,43,4474,0
5301,0,28,6901,1
5302,1,51,3183,0
5303,0,47,6726,0
5304,0,56,6963,0
5305,1,36,2262,1
5306,1,44,4007,0
5307,1,39,5549,0
5308,1,40,4297,1
5309,0,38,6044,0
5310,1,37,5226,1
5311,1,30,4049,1
5312,0,28,5958,0
5313,1,44,3829,1
5314,0,49,5561,0
5315,1,47,2875,0
5316,1,54,4645,1
5317,1,44,2870,1
5318,1,43,2322,0
5319,0,51,5864,0
5320,1,55,5599,0
5321,0,27,6436,1
5322,0,41,4285,1
5323,0,52,6326,1
5324,0,36,6832,1
5325,1,27,6624,0
5326,1,27,3271,1
5327,1,37,3129,1
5328,1,36,3112,1
5329,0,45,5358,0
5330,1,32,3957,1
5331,1,53,3705,0
5332,0,41,5460,1
5333,1,26,3560,1
5334,1,29,6506,1
5335,1,49,4150,1
5336,1,39,3561,0
5337,1,29,2970,1
5338,1,45,3512,1
5339,1,54,2720,0
5340,1,29,5358,1
5341,1,38,2417,1
5342,1,25,4726,0
5343,0,41,6790,0
5344,0,48,4979,1
5345,0,56,3564,0
5346,1,38,2470,0
5347,1,35,2388,1
5348,1,25,5900,0
5349,1,53,4724,0
5350,1,57,6049,0
5351,1,56,3068,1
5352,1,27,6393,1
5353,0,49,4903,1
5354,1,31,2606,0
5355,1,39,4352,0
5356,0,44,4453,1
5357,0,40,2854,1
5358,1,35,4293,1
5359,1,32,2555,0
5360,0,27,5368,0
5361,1,42,4010,0
5362,1,38,2907,1
5363,1,55,2003,1
5364,0,55,6675,0
5365,1,47,3945,1
5366,1,47,2835,0
5367,1,37,5111,1
5368,0,32,5664,0
5369,0,35,4351,1
5370,1,31,4435,1
5371,0,45,6001,1
5372,1,25,2446,0
5373,1,51,4407,0
5374,1,56,2491,0
5375,1,30,2752,1
5376,1,32,2017,1
5377,0,31,6244,0
5378,1,30,3788,1
5379,0,35,3574,0
5380,1,33,2392,1
5381,1,35,2815,0
5382,0,42,5392,1
5383,1,44,2534,0
5384,1,36,5567,1
5385,0,55,6318,1
5386,1,48,2220,1
5387,0,49,6440,0
5388,0,34,6104,1
5389,0,26,4768,1
5390,1,33,4657,1
5391,1,41,6236,1
5392,0,55,4533,0
5393,0,36,6358,1
5394,1,35,3422,1
5395,0,29,6475,1
5396,0,29,5680,0
5397,0,58,5587,1
5398,1,28,2385,0
5399,0,41,5820,0
5400,1,33,2930,1
5401,1,58,4470,0
5402,0,59,6172,0
5403,1,50,2924,1
5404,1,28,4131,1
5405,0,57,3509,1
5406,1,26,2570,0
5407,0,57,5149,1
5408,1,55,4233,0
5409,0,27,4865,0
5410,1,29,2339,0
5411,0,31,6287,0
5412,0,35,5303,1
5413,1,58,4404,0
5414,1,31,3428,1
5415,1,51,4597,1
5416,1,25,4783,0
5417,1,54,4235,1
5418,1,52,3553,1
5419,1,38,4000,0
5420,1,50,6170,0
5421,0,28,6409,0
5422,1,37,5591,1
5423,0,38,6765,1
5424,1,49,2381,0
5425,1,55,3206,1
5426,1,38,5256,1
5427,1,56,4768,1
5428,1,48,2295,0
5429,0,43,5954,1
5430,1,36,2016,1
5431,1,41,4659,1
5432,1,46,3116,0
5433,1,43,2255,1
5434,0,31,5933,1
5435,1,52,6396,0
5436,1,37,2149,0
5437,0,49,5337,0
5438,0,38,4782,0
5439,1,41,2376,1
5440,1,29,3991,0
5441,1,36,3982,1
5442,0,37,5197,1
5443,1,47,4597,0
5444,1,32,4218,0
5445,1,50,3133,0
5446,1,39,3297,0
5447,0,52,5960,0
5448,0,32,2852,0
5449,0,40,6155,1
5450,0,41,6232,1
5451,1,50,3465,0
5452,1,33,2376,1
5453,0,41,5477,0
5454,1,57,2019,0
5455,1,34,2879,0
5456,0,45,3728,1
5457,1,46,3216,1
5458,0,29,6073,0
5459,1,26,2059,1
5460,1,56,2089,1
5461,0,47,6265,1
5462,1,42,4381,0
5463,1,52,4044,0
5464,0,28,6089,0
5465,1,55,2100,0
5466,1,27,2099,1
5467,1,49,3788,0
5468,1,32,4393,0
5469,1,49,3499,1
5470,0,54,5455,0
5471,1,39,2112,0
5472,0,45,5149,0
5473,1,39,3223,0
5474,1,37,5175,0
5475,1,41,2133,0
5476,1,48,5679,0
5477,1,27,4584,0
5478,1,43,4379,1
5479,1,36,2285,0
5480,1,25,2823,1
5481,0,38,5001,0
5482,1,40,3507,1
5483,1,25,2917,1
5484,0,39,6465,1
5485,0,52,5915,0
5486,0,25,6897,1
5487,1,36,2917,1
5488,1,59,3087,1
5489,0,41,5434,1
5490,0,51,5992,0
5491,1,26,2682,0
5492,0,34,6818,0
5493,1,42,5064,0
5494,1,34,3170,1
5495,1,40,3798,1
5496,1,39,4387,1
5497,0,47,6392,0
5498,0,58,6780,1
5499,0,43,5970,1
5500,1,47,4242,1
5501,0,28,6409,0
5502,0,39,4291,0
5503,1,37,3593,0
5504,0,51,4819,1
5505,1,36,4296,1
5506,1,31,2452,0
5507,0,30,6606,0
5508,0,28,6931,0
5509,1,34,4083,1
5510,0,54,4351,0
5511,0,25,5095,1
5512,0,54,6073,0
5513,1,58,4179,1
5514,0,56,5276,1
5515,0,39,6501,0
5516,0,56,6370,1
5517,0,26,6796,0
5518,1,55,3883,0
5519,1,38,3713,1
5520,1,29,6797,1
5521,1,58,5465,0
5522,1,43,4574,1
5523,1,58,2700,1
5524,0,25,6611,1
5525,0,52,5397,1
5526,0,33,6520,0
5527,0,45,6792,0
5528,0,46,4975,1
5529,1,25,3830,1
5530,1,40,2250,1
5531,1,31,2925,0
5532,0,56,5136,0
5533,0,25,5756,1
5534,0,36,5553,1
5535,1,35,4329,1
5536,1,27,2719,1
5537,1,54,3365,0
5538,1,28,4925,1
5539,0,26,6990,1
5540,1,54,4453,0
5541,0,48,5069,1
5542,1,59,2492,0
5543,0,42,4100,1
5544,1,34,4964,0
5545,1,58,5394,0
5546,1,48,2260,1
5547,1,29,3985,0
5548,0,59,5644,1
5549,0,26,5232,0
5550,0,36,6642,0
5551,0,53,5110,1
5552,0,26,4595,1
5553,0,56,3757,0
5554,1,47,2805,0
5555,1,40,4534,0
5556,1,35,4801,1
5557,1,44,3337,1
5558,0,58,6074,0
5559,0,53,5809,0
5560,1,52,3620,0
5561,1,31,4277,1
5562,1,46,3253,1
5563,0,39,6330,1
5564,0,53,5322,0
5565,0,56,6031,1
5566,0,37,6073,0
5567,1,42,3786,0
5568,1,50,3058,1
5569,1,37,3443,1
5570,0,58,5789,1
5571,0,54,5949,0
5572,1,33,3416,1
5573,1,42,2694,1
5574,0,46,6410,0
5575,0,43,6834,0
5576,0,41,6465,0
5577,1,27,3336,0
5578,1,35,3532,1
5579,1,49,2551,0
5580,1,38,3379,0
5581,1,43,4584,1
5582,0,50,2566,1
5583,0,31,5826,0
5584,0,34,5636,0
5585,1,59,6555,0
5586,1,25,2844,1
5587,1,30,2876,1
5588,1,55,4163,0
5589,1,55,6452,0
5590,1,30,4248,1
5591,0,33,3205,0
5592,1,48,2135,0
5593,1,26,5273,0
5594,1,31,4736,0
5595,1,42,3808,1
5596,1,51,5539,0
5597,0,46,5070,0
5598,0,40,6761,1
5599,0,56,5502,1
5600,1,43,3457,1
5601,1,57,5931,0
5602,1,53,4025,0
5603,1,55,4142,1
5604,1,52,6595,0
5605,0,38,5033,0
5606,1,47,3449,1
5607,0,45,6774,1
5608,1,46,3614,0
5609,0,50,6441,1
5610,0,52,4839,1
5611,0,36,6991,1
5612,0,51,3266,1
5613,0,43,6808,1
5614,1,56,3738,1
5615,1,40,5334,0
5616,1,32,3260,1
5617,0,37,6315,0
5618,0,32,6753,1
5619,1,27,2626,0
5620,0,36,6295,1
5621,1,57,3724,1
5622,0,40,6281,0
5623,1,58,5401,1
5624,1,47,4867,0
5625,1,36,2894,1
5626,1,33,5283,1
5627,1,52,2744,0
5628,1,27,4657,0
5629,1,27,2568,0
5630,1,51,4314,0
5631,0,41,5678,0
5632,1,32,4846,1
5633,0,32,5822,1
5634,0,48,2378,1
5635,0,43,6840,0
5636,0,35,5520,1
5637,0,46,5445,0
5638,0,54,6740,1
5639,1,53,2547,1
5640,1,33,4299,0
5641,1,39,2120,0
5642,1,55,2085,0
5643,0,50,3706,0
5644,0,44,6128,1
5645,1,55,3864,1
5646,0,50,3559,0
5647,0,34,4649,1
5648,1,59,3162,0
5649,0,30,6325,0
5650,1,25,3313,0
5651,1,48,5949,1
5652,0,37,6370,1
5653,0,35,5108,1
5654,1,29,4088,1
5655,1,45,3268,0
5656,0,47,6475,1
5657,1,51,2428,0
5658,0,39,5250,0
5659,1,34,4108,1
5660,1,33,4562,0
5661,0,43,3922,0
5662,0,35,6192,0
5663,0,47,6184,0
5664,0,40,6275,0
5665,1,59,2759,1
5666,0,50,4550,1
5667,1,35,2916,1
5668,1,25,2923,1
5669,0,29,6713,1
5670,1,38,3574,1
5671,0,32,6994,1
5672,0,27,2434,0
5673,0,55,6337,1
5674,0,25,6679,0
5675,0,35,4550,1
5676,0,51,6349,0
5677,1,28,2291,1
5678,1,47,2351,0
5679,0,53,3846,1
5680,0,26,6806,0
5681,0,31,6379,0
5682,0,43,4468,1
5683,0,33,5430,0
5684,1,43,2002,1
5685,1,32,2007,1
5686,0,34,5298,0
5687,1,53,3259,1
5688,1,54,3780,1
5689,1,32,4664,0
5690,1,39,3306,0
5691,1,34,4069,1
5692,1,51,2730,0
5693,1,55,3480,0
5694,0,33,4215,1
5695,0,54,6048,1
5696,1,46,4653,0
5697,0,45,6945,1
5698,0,36,6388,0
5699,1,47,6795,1
5700,1,31,2618,1
5701,1,42,5322,0
5702,0,28,6318,0
5703,1,39,3828,1
5704,1,42,2658,1
5705,1,28,4739,1
5706,1,33,6668,0
5707,1,53,5156,1
5708,0,35,5587,0
5709,0,42,6528,1
5710,1,47,4370,1
5711,0,34,2594,0
5712,0,28,5482,1
5713,1,41,6800,0
5714,1,57,3868,1
5715,1,48,4150,0
5716,1,40,6144,0
5717,1,42,2318,0
5718,0,25,6326,1
5719,1,42,2869,1
5720,1,38,4810,1
5721,0,55,6345,0
5722,1,45,3033,1
5723,1,27,5433,0
5724,1,50,5402,1
5725,1,40,2551,1
5726,1,49,4574,1
5727,0,43,4857,1
5728,1,46,2979,0
5729,1,29,3576,0
5730,0,35,4888,1
5731,1,26,3069,0
5732,0,49,6840,0
5733,1,35,4032,0
5734,0,59,5487,1
5735,0,29,5550,0
5736,1,58,4431,0
5737,1,57,2455,1
5738,1,55,2517,0
5739,1,51,6961,1
5740,1,31,6179,1
5741,1,44,2329,1
5742,1,53,2662,0
5743,1,45,3248,0
5744,1,41,4175,0
5745,0,43,5923,0
5746,1,42,4307,0
5747,0,26,6577,0
5748,0,30,6811,0
5749,0,29,6767,1
5750,0,34,5770,0
5751,1,57,3233,0
5752,1,27,2257,0
5753,1,40,3680,1
5754,1,26,2343,1
5755,0,54,5484,1
5756,1,34,3108,1
5757,1,31,4776,1
5758,0,41,6303,0
5759,0,26,5011,0
5760,0,43,6914,1
5761,1,53,2695,0
5762,1,36,2828,0
5763,0,57,6981,0
5764,1,35,4978,0
5765,1,55,5613,1
5766,1,41,2562,0
5767,0,55,6788,0
5768,1,31,4625,1
5769,1,48,2388,0
5770,0,56,4508,0
5771,1,57,3040,1
5772,1,27,2122,0
5773,0,40,5766,1
5774,0,50,6073,0
5775,1,25,4993,1
5776,1,46,4628,0
5777,0,41,6189,0
5778,1,37,2936,1
5779,0,38,5231,0
5780,1,44,2001,0
5781,1,41,3877,1
5782,0,58,6553,0
5783,1,59,2783,0
5784,1,32,5122,0
5785,0,42,6259,1
5786,1,59,5253,0
5787,1,58,5024,0
5788,1,57,3245,0
5789,1,25,3314,0
5790,1,58,2200,0
5791,1,59,5453,1
5792,0,48,5307,1
5793,1,52,3850,1
5794,1,52,2408,0
5795,0,55,5215,1
5796,0,46,4372,0
5797,1,55,3590,1
5798,1,57,5017,1
5799,1,48,2905,0
5800,0,43,6539,1
5801,1,27,3153,1
5802,1,45,3397,0
5803,1,54,4322,1
5804,1,29,4010,1
5805,0,26,6422,0
5806,1,50,2736,0
5807,0,48,5495,1
5808,1,30,4245,0
5809,0,36,6068,1
5810,1,27,3098,0
5811,0,51,3211,1
5812,0,53,4411,0
5813,0,30,6254,1
5814,1,56,2359,1
5815,0,31,6501,0
5816,1,45,5527,0
5817,0,48,6719,0
5818,1,53,3578,0
5819,1,34,2515,1
5820,1,37,5618,0
5821,0,37,6212,1
5822,1,58,4373,1
5823,1,55,3113,1
5824,0,36,6035,1
5825,1,38,3768,1
5826,1,36,5122,1
5827,0,42,5648,1
5828,0,27,4064,0
5829,0,58,5574,0
5830,1,44,3699,0
5831,1,46,5496,1
5832,1,46,5110,1
5833,0,39,6269,1
5834,1,48,2182,1
5835,1,55,3288,1
5836,0,57,4851,0
5837,1,25,2693,0
5838,1,34,4438,0
5839,1,29,2849,1
5840,1,39,2491,0
5841,1,52,2976,1
5842,1,51,4017,0
5843,1,50,2056,1
5844,0,53,3894,0
5845,0,31,4406,1
5846,0,53,4227,1
5847,1,39,2637,1
5848,0,55,4005,0
5849,1,45,3806,0
5850,1,52,2320,1
5851,1,50,2962,0
5852,1,59,5176,0
5853,1,48,3480,1
5854,1,51,2529,0
5855,0,38,4283,0
5856,1,54,4106,1
5857,1,40,5614,0
5858,0,37,5551,1
5859,1,29,2088,0
5860,0,30,6003,1
5861,1,32,3575,0
5862,0,31,6380,1
5863,1,58,2465,1
5864,1,58,3287,1
5865,0,25,6675,1
5866,1,53,3875,1
5867,1,57,2641,0
5868,1,45,4532,0
5869,1,30,2608,0
5870,1,47,2493,0
5871,0,27,4567,0
5872,0,31,6236,1
5873,1,54,4708,0
5874,1,33,2471,0
5875,0,40,5220,0
5876,1,53,2204,1
5877,0,44,6591,0
5878,1,37,2342,1
5879,1,32,2239,0
5880,1,52,2556,1
5881,0,28,5481,1
5882,0,48,6232,0
5883,1,33,4089,1
5884,1,54,4103,1
5885,0,45,6390,1
5886,1,39,6470,1
5887,1,38,4641,1
5888,0,37,2048,0
5889,0,40,6925,0
5890,1,27,2701,1
5891,1,52,4613,1
5892,1,57,3434,0
5893,0,49,3711,1
5894,0,43,5881,1
5895,1,25,6006,0
5896,1,55,2170,0
5897,1,56,2842,0
5898,1,47,3038,0
5899,0,28,6103,0
5900,1,45,3679,1
5901,1,51,5020,0
5902,1,31,3530,1
5903,1,31,5060,0
5904,0,38,6732,1
5905,1,47,4451,1
5906,1,35,4508,0
