id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
22849615,The best location - ASTORIA 46th st,46081317,Fabiana,Queens,Astoria,40.75639,-73.91619,Private room,25,5,2019-01-01,0.33,3,155,50
15450257,A home away from home in the heart of the UES:),30116728,Emily,Manhattan,Upper East Side,40.78324,-73.95149,Entire home/apt,5,1,2018-01-01,0.05,1,0,125
32094042,Flushing downtown Single room,228879817,Vicky,Queens,Flushing,40.74588,-73.83284,Private room,1,14,2019-07-02,2.76,6,121,49
1703834,Your Own Private Room To Sleep In! BEAUTIFUL!,8136206,Rob,Brooklyn,Prospect-Lefferts Gardens,40.65763,-73.96029,Private room,2,108,2019-06-16,1.61,2,296,64
4784867,Great location w/ Terrace!,198387,Kim,Brooklyn,Williamsburg,40.71349,-73.9629,Entire home/apt,5,26,2016-10-12,0.47,1,0,165
27696495,Sunny mega happy kings room,53127489,Will,Queens,Ridgewood,40.70609,-73.90592,Private room,2,0,,,2,0,65
17731891,New 2 BDR apt/great location/20 mins to Manhattan,120725189,Svetlana,Brooklyn,Bath Beach,40.60353,-74.01599,Entire home/apt,3,46,2019-07-02,1.68,1,334,180
4677654,"Good, clean quite, and private!",10387090,Luis Enrique,Brooklyn,Bushwick,40.68348,-73.90817,Private room,30,6,2015-09-01,0.11,5,333,37
29540204,Gorgeous Bedroom on Himrod! Him-1R-5,216235179,Nina,Brooklyn,Bushwick,40.70154,-73.91873000000001,Private room,30,0,,,17,325,50
29847492,Cozy Studio in the Upper East (30 DAYS MIN),159598333,Sol,Manhattan,Upper East Side,40.78179,-73.94693000000001,Entire home/apt,30,1,2019-03-24,0.28,5,332,99
30379843,"Your NY home for Quality time , Fully Equipped !",148725429,Javier,Brooklyn,Bushwick,40.69231,-73.92567,Entire home/apt,3,58,2019-07-07,7.91,2,2,90
15816784,big cozy room in Bed-Stuy with separate entrance,20241220,William,Brooklyn,Bedford-Stuyvesant,40.68186,-73.92173000000001,Private room,2,0,,,1,0,50
36253150,Quaint And Cozy Beach House Close To All!!,43282809,Sue Ellen,Queens,Rockaway Beach,40.58954,-73.81361,Entire home/apt,1,0,,,1,67,125
28228599,Great Manhattan 25min Barclays Center 15 minutes,94214493,Dadrine,Brooklyn,East Flatbush,40.65612,-73.91788000000001,Private room,7,4,2019-05-10,0.49,9,365,65
16476403,livingroom for rent queen size sofa bed or air bed,23095202,Victoria,Brooklyn,East Flatbush,40.63425,-73.94861999999999,Shared room,2,0,,,2,88,45
785508,Experience New York - A Locals Way,873273,Christian & Carla,Manhattan,Washington Heights,40.84448,-73.93978,Private room,2,211,2019-07-02,2.63,2,339,85
30037932,Loft with Room in Exclusive Area near Free Ferry,183625602,Leslie,Staten Island,Tompkinsville,40.62917,-74.08619,Entire home/apt,3,15,2019-07-01,1.92,1,166,120
14357698,Penthouse Duplex 2 Bed/2 Bath on Upper West Side,3491890,George Steven,Manhattan,Upper West Side,40.78411,-73.97721,Entire home/apt,30,12,2019-06-30,0.37,6,245,245
29938457,Cozy 1 bedroom in the heart of Greenwich!,179570454,Derek,Manhattan,Greenwich Village,40.72878,-74.0016,Entire home/apt,7,2,2019-04-22,0.28,1,1,165
34959292,Sunfilled upper west side 1BD apt near park/subway,263408737,Rachael,Manhattan,Upper West Side,40.79582,-73.96710999999999,Entire home/apt,2,1,2019-05-27,0.7,1,8,158
21577526,Beautiful and spacious room next to Subway station,84491220,Maka,Brooklyn,Flatbush,40.65021,-73.96293,Private room,2,13,2019-04-29,0.66,1,310,65
23690062,Beautiful Shared Apt in West Midtown,175180318,Gúney,Manhattan,Hell's Kitchen,40.76502,-73.98702,Shared room,1,59,2019-06-23,3.64,6,174,75
34718143,Charming & Cozy Bedroom in Manhattan,19638778,Synclaire,Manhattan,Inwood,40.86592,-73.9217,Private room,2,0,,,1,89,100
25784814,"4 min walk to Times Square, close to everything!",193744745,Rob,Manhattan,Hell's Kitchen,40.76148,-73.99279,Private room,7,1,2018-07-09,0.08,1,0,120
21073975,Charming 1 bedroom in mid-town Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.75008,-73.97655,Entire home/apt,30,2,2018-07-28,0.15,50,364,222
4093399,DOMINIQUE'S NY*chic*  quiet room*wifi*metro,310670,Vie,Bronx,Eastchester,40.88009,-73.83442,Private room,2,41,2019-01-01,0.74,13,365,68
30387351,Palatial Wall Street 1BR w/ Luxury gym + Doorman by Blueground,107434423,Blueground,Manhattan,Financial District,40.70492,-74.00678,Entire home/apt,30,0,,,232,341,289
15896468,Charming Loft,2089329,Emanuele,Manhattan,East Harlem,40.79084,-73.93961999999999,Entire home/apt,3,6,2019-01-06,0.22,1,0,250
7908355,"Loft Bedroom in Clinton Hill, Brooklyn",21657314,Luke,Brooklyn,Clinton Hill,40.69143,-73.96079,Private room,4,21,2019-06-15,2.31,1,12,108
13043724,"Spacious, private room in Apt in Bushwick!",72157489,Yvonne,Brooklyn,Bushwick,40.6928,-73.91614,Private room,1,5,2019-05-10,0.13,2,0,50
17187219,Beautiful and Ridiculously Spacious Master Bedroom,115543091,Yana,Brooklyn,Flatbush,40.65221,-73.95848000000001,Private room,2,0,,,1,0,53
450578,Serene Room...,9647066,Maria Luiza,Brooklyn,Sunset Park,40.6397,-74.0162,Private room,7,28,2019-05-12,0.32,2,333,55
2984662,Brooklyn Heights - 1 Bedroom,15179425,Chris,Brooklyn,Brooklyn Heights,40.69443,-73.99068,Entire home/apt,2,10,2018-09-14,0.16,1,0,150
542203,QUITE LOVELY STUDIO IN HEART OF HELLS KITCHEN**,1846051,Kj,Manhattan,Hell's Kitchen,40.76304,-73.9888,Entire home/apt,3,22,2019-06-23,1.61,2,59,195
16338143,Cozy place in a diverse city,106963874,Mabel,Queens,Elmhurst,40.74572,-73.87556,Private room,1,2,2017-01-20,0.07,1,0,50
19720907,"Cozy bedroom in Harlem, NY",54283436,Maurice,Manhattan,East Harlem,40.7993,-73.94164,Private room,3,6,2018-07-26,0.25,1,0,60
19459965,HOUSE 2 ENTRANCES 2 KITCHEN 2 BATH 15min TO MANHTN,30237517,David,Queens,Forest Hills,40.73437,-73.8502,Entire home/apt,3,9,2018-11-18,0.39,6,0,278
21004111,Prime East Village REAL 1 Bedroom,22225802,David,Manhattan,East Village,40.72236,-73.97756,Entire home/apt,5,0,,,1,0,200
33127817,"Master bedroom in sunny, renovated, corner apt",2537981,Laura,Brooklyn,Bushwick,40.6951,-73.92898000000001,Private room,3,0,,,1,105,78
24430667,Spacious bedroom in Beautiful Prospect Lefferts,111938058,James,Brooklyn,Prospect-Lefferts Gardens,40.65926,-73.96252,Private room,3,14,2019-06-23,0.98,1,364,100
9631464,Doorman Swim. Pool 2 bed 2bath!5126,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79509,-73.96649000000001,Entire home/apt,30,0,,,96,311,288
35558366,"离缅街步行9分钟的电梯单间,提供免费矿泉水可乐",151810361,Jungyen,Queens,Flushing,40.76313,-73.8234,Private room,1,4,2019-07-01,4.0,6,365,99
15500460,My tiny Chateau,72596124,Vincent,Queens,Jackson Heights,40.74912,-73.88667,Entire home/apt,1,202,2019-06-24,6.13,1,143,80
19721535,Rockaway Beach Oasis,12162815,Annelise,Queens,Rockaway Beach,40.59093,-73.81238,Entire home/apt,2,9,2019-06-14,0.38,1,36,140
33632312,"Comfortable,spacious and luxurious homely settings",184472924,Odaine,Brooklyn,East New York,40.6633,-73.89733000000001,Entire home/apt,2,7,2019-06-09,2.63,1,157,140
27356543,UES Skyview One Bedroom Gym 5198,16098958,Jeremy & Laura,Manhattan,Upper East Side,40.77687,-73.95173,Entire home/apt,30,0,,,96,0,200
26555992,NEW - Big Brooklyn apt in Bushwick,552288,Charles,Brooklyn,Bushwick,40.69949,-73.92383000000001,Entire home/apt,2,6,2019-06-26,0.54,1,0,65
27054761,Modern apartment in Brooklyn's Stuyvesant heights,160343057,Helen,Brooklyn,Bedford-Stuyvesant,40.67745,-73.91954,Entire home/apt,2,8,2018-10-21,0.69,1,0,158
30059270,Beautiful 1 bedroom in Ridgewood's heart.,225891200,Judit,Queens,Ridgewood,40.70947,-73.90039,Private room,2,0,,,1,0,75
21308792,Large NYC APT on the East River for 1 or 2 people,33776141,Lara,Manhattan,Kips Bay,40.73905,-73.97353000000001,Private room,2,1,2018-01-02,0.05,1,0,100
32444517,Sunny Spacious Parkside Pad,24979823,Jen,Brooklyn,Prospect-Lefferts Gardens,40.65504,-73.96113000000001,Private room,3,0,,,1,50,70
36265557,"Lovely 2 bedroom on Prospect Park, near subway",23905369,Shadi,Brooklyn,Prospect-Lefferts Gardens,40.66148,-73.96248,Entire home/apt,3,0,,,1,165,100
8775344,Private spacious master bedroom,4205149,La,Brooklyn,Crown Heights,40.67869,-73.95498,Private room,1,1,2015-10-27,0.02,1,0,75
6056028,Central Park W Pristine Apartment,10622869,Lori,Manhattan,Upper West Side,40.78826,-73.96767,Entire home/apt,1,19,2019-06-11,0.38,1,296,499
4144849,Cozy little studio in Chelsea,21501965,Yulia,Manhattan,Chelsea,40.74411,-74.00204000000001,Entire home/apt,3,33,2019-06-15,0.57,1,11,115
19948170,Quiet Rare Superb West Village Apartment.,136300221,J,Manhattan,West Village,40.73319,-74.00435,Entire home/apt,10,8,2018-12-03,0.52,1,90,225
16160783,Gorgeous Room with Private Bathroom in Manhattan,104926837,Julia,Manhattan,Financial District,40.70654,-74.00712,Private room,3,123,2019-06-30,3.9,3,17,176
17972013,#1 Private comfy Room 20 minutes from  Manhattan,42093468,Tsotne (Tut),Bronx,Mott Haven,40.81387,-73.91553,Private room,5,17,2018-01-18,0.65,4,23,42
28985543,Modern Sunny 3bdrm Apt,389924,Patty,Bronx,Morris Park,40.84605,-73.8493,Entire home/apt,5,0,,,2,0,39
28081940,Large Private Bedroom 15 mins from Central Park,48898267,Julien,Manhattan,Harlem,40.81695,-73.94335,Private room,2,3,2018-11-11,0.29,1,0,79
1474752,Dope Williamsburg Apartment,2259113,Ange,Brooklyn,Williamsburg,40.71215,-73.95636999999999,Private room,3,23,2019-05-06,0.32,1,159,110
28709382,Huge bedroom with private half bath prime location,22992959,Eric,Brooklyn,Bushwick,40.70012,-73.92777,Private room,2,3,2019-01-03,0.33,1,0,80
15221767,Charming pre-war near Central Park,22862376,Maimouna,Manhattan,Harlem,40.79992,-73.95501999999999,Entire home/apt,30,14,2019-05-31,0.76,1,50,70
1203812,Quiet minimal clean,6575712,Emma,Manhattan,East Village,40.73138,-73.98807,Entire home/apt,2,28,2019-05-20,0.45,1,179,125
33242964,"Cozy room in Downtown Manhattan, 2 Bridges, Soho Y",248961864,Lily,Manhattan,Chinatown,40.71309,-73.99625999999999,Private room,1,14,2019-06-16,3.93,3,332,85
9943258,Cozy studio in Upper West Side,20765208,Martina,Manhattan,Upper West Side,40.78148,-73.97869,Entire home/apt,4,0,,,1,0,140
10365373,Dream Pad,8049682,Krysta,Brooklyn,Crown Heights,40.67433,-73.9575,Private room,3,120,2019-07-02,2.81,1,0,81
34485285,"Queen modern room, your sanctuary in SoHo",260861596,The James New York - SoHo,Manhattan,SoHo,40.72324,-74.00401,Private room,1,1,2019-07-01,1.0,7,292,100
26297631,Charming spacious garden level apt,1409262,Sarah,Brooklyn,Flatbush,40.64245,-73.95215999999999,Entire home/apt,2,42,2019-07-05,3.73,6,87,75
33992942,"Beautiful, Furnished 1 Bedroom on Upper West Side",24525241,Jeremy,Manhattan,Upper West Side,40.77341,-73.9812,Entire home/apt,17,0,,,1,102,166
9884725,New Condo Studio in Downtown NYC,17108566,Faline,Manhattan,East Village,40.73271,-73.98638000000001,Entire home/apt,2,0,,,1,0,180
28961444,Couples Retreat/One min to subway/WiFi/Coffee!,79913651,Darryl,Manhattan,East Harlem,40.80608,-73.93718,Private room,1,20,2019-06-05,2.19,4,129,56
23557996,Cozy Bushwick Room :),16400151,Henning,Brooklyn,Bushwick,40.70199,-73.92035,Private room,2,10,2018-04-01,0.61,1,0,45
1794250,"Large, bright Williamsburg room",7757648,Ana,Brooklyn,Williamsburg,40.70683,-73.95375,Private room,1,10,2019-05-20,0.44,1,73,65
18042742,Sun Filled room in New Building,35292326,Brendan,Brooklyn,Bushwick,40.69892,-73.9302,Private room,1,4,2019-05-28,1.82,1,180,72
14899111,2 bed/2 bath floor - unique West Village townhouse,36435055,Barbara,Manhattan,West Village,40.73537,-74.00209,Entire home/apt,2,57,2019-07-01,1.68,2,22,415
26696254,Upscale Spacious Condo in the Heart of Brooklyn,160683712,Dejuan,Brooklyn,Bedford-Stuyvesant,40.68291,-73.91975,Entire home/apt,2,8,2018-10-15,0.68,1,84,150
3836189,"Amazing, Spacious Bedroom in BK",9314076,Naeem,Brooklyn,Bedford-Stuyvesant,40.69291,-73.95142,Private room,1,0,,,1,0,80
35430525,Stunning Apartment near Time Square,264817559,Claudio,Manhattan,Hell's Kitchen,40.76288,-73.9915,Entire home/apt,3,3,2019-07-03,3.0,1,25,223
15223434,new sunshine room in chinatown train F is around,89386217,Na,Manhattan,Chinatown,40.7135,-73.99121,Private room,1,318,2019-06-19,9.39,1,51,75
14215652,"LUXURY , FULL OF LIGHT, RENOVATED BIG  1BEDROOM",57283593,Olga,Manhattan,West Village,40.73624,-74.00310999999999,Entire home/apt,3,59,2019-07-01,1.67,1,256,290
33523616,Nightly or long sublet. (12x12 room in 2BR),21210898,Fagan,Brooklyn,Bushwick,40.70723,-73.92066,Private room,2,0,,,2,0,120
13306156,Large deluxe queen size bedroom,36579485,Jean&  Toney,Brooklyn,Canarsie,40.6418,-73.90245,Private room,2,0,,,3,362,600
727835,Pristine Room and Art Experience,3772684,Glasshouse,Brooklyn,Williamsburg,40.70866,-73.95166,Private room,6,89,2017-12-12,1.09,2,89,99
19018987,2 bedroom family luxury modern,170553,Hilary,Manhattan,Upper West Side,40.77565,-73.98684,Entire home/apt,6,0,,,1,105,389
29541353,Quiet sleep share in Brooklyn,201015598,Anchor,Brooklyn,Bedford-Stuyvesant,40.67937,-73.91108,Shared room,1,17,2019-06-24,2.13,17,87,32
24454304,Cozy shared apartment close to Midtown!,141765510,Rebecca,Queens,Astoria,40.76343,-73.92248000000001,Shared room,4,3,2018-09-01,0.22,1,0,110
6628493,Large Williamsburg (Brooklyn) Room,20587549,Nick,Brooklyn,Williamsburg,40.70784,-73.94698000000001,Private room,2,15,2019-06-30,0.41,1,188,90
21063162,Space and Light in the Heart of Midtown,33009,Seth,Manhattan,Hell's Kitchen,40.76192,-73.9909,Entire home/apt,3,3,2018-11-26,0.14,1,0,180
31144697,Midtown East 2 bedroom apartment,232784693,Tanya,Manhattan,Midtown,40.75376,-73.96669,Entire home/apt,3,10,2019-06-22,1.86,1,207,350
7580481,Bright & Stylish Studio in the LES,10622338,Hester,Manhattan,Lower East Side,40.71767,-73.99004000000001,Entire home/apt,1,26,2016-12-31,0.54,1,0,160
10280345,"Room 5, Victorian Home to Enjoy!",756173,Laura,Brooklyn,Flatbush,40.64316,-73.96285,Private room,1,105,2019-07-03,2.54,2,111,65
35378514,Cozy 2 bedrooms apt in Times Square 4-5ppl,265372312,Carmen,Manhattan,Hell's Kitchen,40.76015,-73.99341,Entire home/apt,1,5,2019-06-26,5.0,1,124,275
20411065,Beautiful seaside dwelling,145560608,William,Queens,College Point,40.79511,-73.8473,Private room,7,2,2018-07-17,0.12,1,279,53
7922002,Studio in heart of LES (Manhattan),41775303,Shinsuke,Manhattan,Lower East Side,40.72131,-73.98541,Entire home/apt,3,1,2015-09-06,0.02,1,0,100
21667120,2 BED Manhattan Condo with Balcony & Laundry,157075387,Anthony,Manhattan,Hell's Kitchen,40.76495,-73.98844,Entire home/apt,2,19,2018-04-26,0.96,1,0,248
11959854,Affordable Private Cozy Room!,45990565,Alba & Genesis,Bronx,Morris Heights,40.8522,-73.91014,Private room,3,21,2019-06-08,0.64,2,127,26
4758601,Sunny Room in Charming Bed-stuy Apartment,24554369,Laina,Brooklyn,Bedford-Stuyvesant,40.68778,-73.92484,Private room,5,1,2015-08-01,0.02,1,0,31
4639746,Charming Studio in Carroll Gardens,6470787,Franklin,Brooklyn,Carroll Gardens,40.68244,-73.99539,Entire home/apt,3,15,2016-06-13,0.27,1,0,100
20073959,Crown Heights Guest House 2L,74541079,Abraham,Brooklyn,Crown Heights,40.66966,-73.93719,Entire home/apt,3,39,2019-07-07,1.72,9,91,99
27139072,Sunny Private Suite in Luxury Building,95901692,Anthony,Brooklyn,Bedford-Stuyvesant,40.6875,-73.9588,Private room,1,36,2019-07-01,3.23,1,29,150
1438870,Spacious very High ceiling place !,7728790,Celin,Manhattan,Harlem,40.82407,-73.94434,Private room,7,40,2019-06-13,0.86,1,64,65
17515734,Cozy Room in TWO BEDROOM Apartment.,96479013,Kian,Brooklyn,Bedford-Stuyvesant,40.69499,-73.94821999999999,Private room,5,42,2019-06-02,1.58,3,63,81
27552868,VIP staycation deluxe movie theater indoor pool,21963202,Journey,Queens,Jamaica Estates,40.71927,-73.7868,Entire home/apt,1,0,,,2,329,275
8682875,Stylish 1 BDR in Upper East Side,45595980,Tny,Manhattan,Upper East Side,40.76942,-73.96705,Entire home/apt,30,7,2019-05-03,0.19,12,52,155
31340743,Suite with stunning view in convenient location,5838825,Isa,Manhattan,Hell's Kitchen,40.75599,-73.99185,Private room,3,0,,,1,0,200
31572850,Affordable Manh. Studio for 2 for weekend(or week),274333,Janu,Manhattan,Harlem,40.8013,-73.95474,Entire home/apt,3,2,2019-05-11,0.95,3,49,87
12302429,*Lovely Apt In Heart Of Park Slope*,5973406,Andrew,Brooklyn,Park Slope,40.66977,-73.98042,Entire home/apt,14,4,2019-05-31,0.15,2,275,85
1891274,Clinton Hill 1BR in charming 2BR,9832158,Daniel,Brooklyn,Bedford-Stuyvesant,40.68442,-73.95639,Private room,2,6,2017-10-24,0.12,1,0,50
23477827,Masterful bedroom & private bathroom in Astoria,24555919,David,Queens,Long Island City,40.76322,-73.93047,Private room,3,0,,,1,0,47
32611927,Beautiful One Bedroom Near Prospect Park,17558599,Lisa,Brooklyn,Prospect Heights,40.67911,-73.9725,Entire home/apt,2,4,2019-06-10,0.98,1,5,150
4807244,"Clean, New Private Garden Level Apartment in BKLYN",24761711,Aron,Brooklyn,Windsor Terrace,40.64865,-73.97946999999999,Entire home/apt,2,186,2019-06-30,3.55,2,230,195
19803042,"Landmark 2bdrm Apt, Near Subway 20min to Manhattan",23212298,Seda,Brooklyn,Crown Heights,40.6758,-73.9401,Entire home/apt,4,56,2019-06-22,2.48,1,286,127
32640244,Amazing Astoria apt minutes away from Manhattan!,245399415,Andrzej,Queens,Astoria,40.75664,-73.92806,Entire home/apt,1,12,2019-07-02,2.98,1,82,180
21682272,Room in Amazingly well-LIT Luxury Loft,78942575,Bora,Brooklyn,Brooklyn Heights,40.70017,-73.99202,Private room,1,4,2019-06-07,0.2,2,0,120
19907678,Spacious & Light 2 Bedroom Apartment,57670550,Josie,Brooklyn,Crown Heights,40.66714,-73.93365,Entire home/apt,2,2,2018-06-26,0.09,2,0,87
6559926,"Sunny 1Bdr + 2 Big Sofabed, Clean!",26270573,Joe,Manhattan,Upper East Side,40.77205,-73.95339,Entire home/apt,5,82,2019-06-08,1.87,2,158,240
973535,"Garden Apt, 5 mins from LaGuardia",3179866,Gonzalo And Nora,Queens,East Elmhurst,40.76356,-73.8885,Entire home/apt,3,158,2019-07-02,2.08,2,322,99
28637635,Room 3 (4R),102466916,Luca And Kameko,Manhattan,Harlem,40.80731,-73.94516,Private room,30,0,,,6,198,53
34096837,Refined luxury suite with relaxed residential vibe,257005399,Cassa Times Square Hotel,Manhattan,Hell's Kitchen,40.75663,-73.99563,Private room,1,1,2019-06-21,1.0,5,292,159
31502639,Comfortable room close to train 30 min to Times Sq,235073206,Julianna,Manhattan,Harlem,40.82049,-73.94505,Private room,1,21,2019-06-17,4.09,4,351,75
13578431,Private Apt in Queens NYC/less 5min walk to train,26382036,William,Queens,Elmhurst,40.73928,-73.87755,Entire home/apt,5,93,2019-06-30,2.52,2,7,101
14826900,Modern Williamsburg Loft,25161779,Maria,Brooklyn,Williamsburg,40.71122,-73.95922,Entire home/apt,3,2,2017-07-31,0.06,1,0,160
19295472,East Village / Gramercy Apartment with Yard,42941590,Michael,Manhattan,Gramercy,40.73408,-73.98163000000001,Entire home/apt,3,39,2019-07-02,1.79,1,345,225
18858192,Sweet Home Away from Home - 1 Bedroom Apt,71146310,Patrick,Queens,Glendale,40.70515,-73.8945,Entire home/apt,4,62,2019-06-23,2.41,1,81,99
28661542,Gorgeous Bedroom in the heart of Bushwick Him-2R-2,216235179,Nina,Brooklyn,Bushwick,40.70126,-73.92076999999999,Private room,35,2,2019-03-29,0.3,17,365,55
35605837,Hudson Yards 1 Bedroom (LGBT friendly),51020118,Ben,Manhattan,Hell's Kitchen,40.75351,-73.99523,Entire home/apt,4,0,,,1,89,175
9826628,"Cozy Room, Huge Yard, Trendy Brooklyn",820010,Liubov,Brooklyn,Bedford-Stuyvesant,40.6913,-73.9406,Private room,1,113,2019-06-27,2.66,3,332,60
12206029,"Private BR, Bed-Stuy w/backyard",5897784,Nicholas,Brooklyn,Bedford-Stuyvesant,40.68022,-73.92673,Private room,1,1,2016-05-13,0.03,1,0,49
16027709,WILLIAMSBURG BEDROOM,50087191,Montana,Brooklyn,Williamsburg,40.7082,-73.94476,Private room,1,5,2019-02-01,0.74,1,4,47
9211534,"Spacious, Private Room For Rent",43846246,Zoey,Queens,Astoria,40.76547,-73.92079,Private room,1,0,,,1,0,70
3698111,Your NYC home in the Upper East Side!,18836774,Jime,Manhattan,Upper East Side,40.77579,-73.9557,Private room,3,61,2019-05-29,1.01,5,132,87
27680233,"Cute Room in Boho NYC Apt: Quiet, Close to Trains!",183330366,Max & Katie,Manhattan,Little Italy,40.71714,-73.99815,Private room,2,65,2019-07-05,6.35,1,12,80
22406251,Manhattan room,163905917,Matilda,Manhattan,Hell's Kitchen,40.75692,-73.9979,Private room,2,7,2019-01-01,0.38,3,0,80
3010430,Studio in Center of Chelsea,15341568,Selma,Manhattan,Chelsea,40.74227,-73.99361999999999,Entire home/apt,1,6,2014-08-25,0.1,1,0,180
7900957,Delightful Refuge in Bedstuy,18397763,Seun And Marie,Brooklyn,Bedford-Stuyvesant,40.6869,-73.93074,Private room,2,22,2019-06-24,0.63,7,76,74
